condition_id,work_mj_m3,loading_angle_deg,mirrored,cpfem_sigma11_mpa,cpfem_sigma22_mpa,scaled_sigma11_mpa,scaled_sigma22_mpa,cpfem_radius_mpa,predicted_radius_mpa
TS003,1.0,140,True,150.52654,-92.75551,148.78913041353258,-91.68490602364024,178.6510772705078,176.58904824703782
TS003,1.0,160,False,-196.54716,15.530196,-193.59661258886211,15.297058163756201,197.54647827148438,194.58092918879433
TS003,1.0,160,True,196.54716,-15.530196,193.59661258886211,-15.297058163756201,197.54647827148438,194.58092918879433
TS003,2.0,0,False,228.8354,107.13752,224.39900704255228,105.06046313202233,252.98306274414062,248.07852315843115
TS003,2.0,0,True,-228.8354,-107.13752,-224.39900704255228,-105.06046313202233,252.98306274414062,248.07852315843115
TS003,2.0,20,False,223.21504,193.2904,221.65485430781638,191.93937581938724,295.73529052734375,293.6682166914834
TS003,2.0,20,True,-223.21504,-193.2904,-221.65485430781638,-191.93937581938724,295.73529052734375,293.6682166914834
TS003,2.0,40,False,209.89914,219.74467,210.93260528429863,220.82661101154804,304.2063293457031,305.704128148703
TS003,2.0,40,True,-209.89914,-219.74467,-210.93260528429863,-220.82661101154804,304.2063293457031,305.704128148703
TS003,2.0,60,False,189.82018,234.99959,190.55586658533733,235.91037854694363,302.25994873046875,303.43141843177114
TS003,2.0,60,True,-189.82018,-234.99959,-190.55586658533733,-235.91037854694363,302.25994873046875,303.43141843177114
TS003,2.0,80,False,153.29474,242.1025,153.39497608082698,242.26080553454352,286.6021423339844,286.7895452122839
TS003,2.0,80,True,-153.29474,-242.1025,-153.39497608082698,-242.26080553454352,286.6021423339844,286.7895452122839
TS003,2.0,100,False,56.11267,236.33029,55.384786942461744,233.26465769139477,243.11184692382812,239.958245527518
TS003,2.0,100,True,-56.11267,-236.33029,-55.384786942461744,-233.26465769139477,243.11184692382812,239.958245527518
TS003,2.0,120,False,-48.340153,195.52513,-49.462427398542566,200.06447946525108,202.76907348632812,207.4765997531544
TS003,2.0,120,True,48.340153,-195.52513,49.462427398542566,-200.06447946525108,202.76907348632812,207.4765997531544
TS003,2.0,140,False,-163.53844,96.92747,-162.47669869416563,96.29818737648334,191.76336669921875,190.51838058237416
TS003,2.0,140,True,163.53844,-96.92747,162.47669869416563,-96.29818737648334,191.76336669921875,190.51838058237416
TS003,2.0,160,False,-210.70119,15.916999,-208.2754418355862,15.733750717884336,211.6736297607422,209.2366861495223
TS003,2.0,160,True,210.70119,-15.916999,208.2754418355862,-15.733750717884336,211.6736297607422,209.2366861495223
TS003,5.0,0,False,256.99442,126.01625,252.36204904105526,123.74478427379817,286.6174011230469,281.4510705650114
TS003,5.0,0,True,-256.99442,-126.01625,-252.36204904105526,-123.74478427379817,286.6174011230469,281.4510705650114
TS003,5.0,20,False,252.92148,224.34023,250.49826663352803,222.19085050098158,338.591064453125,335.34706005638185
TS003,5.0,20,True,-252.92148,-224.34023,-250.49826663352803,-222.19085050098158,338.591064453125,335.34706005638185
TS003,5.0,40,False,238.81038,252.42201,238.9011553807287,252.51795936393492,347.85797119140625,347.99019718499335
TS003,5.0,40,True,-238.81038,-252.42201,-238.9011553807287,-252.51795936393492,347.85797119140625,347.99019718499335
TS003,5.0,60,False,217.57329,268.31622,218.0150661342974,268.86102815379905,345.64520263671875,346.3470250040658
TS003,5.0,60,True,-217.57329,-268.31622,-218.0150661342974,-268.86102815379905,345.64520263671875,346.3470250040658
TS003,5.0,80,False,177.23643,274.7282,178.0531172793932,275.9941193498232,326.98675537109375,328.49347678069125
TS003,5.0,80,True,-177.23643,-274.7282,-178.0531172793932,-275.9941193498232,326.98675537109375,328.49347678069125
TS003,5.0,100,False,60.429234,266.51627,60.24681429355303,265.711728613016,273.4613342285156,272.635827548842
TS003,5.0,100,True,-60.429234,-266.51627,-60.24681429355303,-265.711728613016,273.4613342285156,272.635827548842
TS003,5.0,120,False,-54.486473,221.82437,-56.46095752574336,229.8628566533345,229.6100616455078,237.9306867238467
TS003,5.0,120,True,54.486473,-221.82437,56.46095752574336,-229.8628566533345,229.6100616455078,237.9306867238467
TS003,5.0,140,False,-189.2961,106.89174,-188.512886181729,106.44947474558096,218.77328491210938,217.86810905369651
TS003,5.0,140,True,189.2961,-106.89174,188.512886181729,-106.44947474558096,218.77328491210938,217.86810905369651
TS003,5.0,160,False,-239.45825,17.373812,-236.69716322418563,17.173482286746502,240.45755004882812,237.6849407877793
TS003,5.0,160,True,239.45825,-17.373812,236.69716322418563,-17.173482286746502,240.45755004882812,237.6849407877793
TS003,10.0,0,False,286.45972,143.27559,282.0573577830566,141.0737061050277,320.7392272949219,315.8100517175151
TS003,10.0,0,True,-286.45972,-143.27559,-282.0573577830566,-141.0737061050277,320.7392272949219,315.8100517175151
TS003,10.0,20,False,284.01978,255.29161,280.98773204195606,252.56624909448047,382.43524169921875,378.35256128281196
TS003,10.0,20,True,-284.01978,-255.29161,-280.98773204195606,-252.56624909448047,382.43524169921875,378.35256128281196
TS003,10.0,40,False,269.58795,285.82156,268.56913556101654,284.7413962452744,393.2981262207031,391.8117919471617
TS003,10.0,40,True,-269.58795,-285.82156,-268.56913556101654,-284.7413962452744,393.2981262207031,391.8117919471617
TS003,10.0,60,False,247.24573,302.64792,246.96228230366756,302.30095806976243,391.005859375,390.5576020477963
TS003,10.0,60,True,-247.24573,-302.64792,-246.96228230366756,-302.30095806976243,391.005859375,390.5576020477963
TS003,10.0,80,False,201.53177,309.11295,202.19654444635572,310.1325926607956,369.0494384765625,370.2667881586556
TS003,10.0,80,True,-201.53177,-309.11295,-202.19654444635572,-310.1325926607956,369.0494384765625,370.2667881586556
TS003,10.0,100,False,65.88885,298.2311,66.11461959544937,299.2529954314337,305.5687561035156,306.61579417516896
TS003,10.0,100,True,-65.88885,-298.2311,-66.11461959544937,-299.2529954314337,305.5687561035156,306.61579417516896
TS003,10.0,120,False,-60.300316,249.57806,-63.0956210835738,261.14759837300767,257.7867736816406,269.73683840353
TS003,10.0,120,True,60.300316,-249.57806,63.0956210835738,-261.14759837300767,257.7867736816406,269.73683840353
TS003,10.0,140,False,-215.43304,117.65699,-214.95764819693068,117.39735866109389,246.71043395996094,246.16602295394142
TS003,10.0,140,True,215.43304,-117.65699,214.95764819693068,-117.39735866109389,246.71043395996094,246.16602295394142
TS003,10.0,160,False,-269.59213,18.361746,-266.16417134822143,18.12826994837171,270.58642578125,267.1458243092757
TS003,10.0,160,True,269.59213,-18.361746,266.16417134822143,-18.12826994837171,270.58642578125,267.1458243092757
TS151,0.25,0,False,197.37166,80.16107,197.5012874700082,80.21371725795613,213.06944274902344,213.20938002674416
TS151,0.25,0,True,-197.37166,-80.16107,-197.5012874700082,-80.21371725795613,213.06944274902344,213.20938002674416
TS151,0.25,20,False,194.62312,153.13054,195.0730286813947,153.4845306221453,247.66737365722656,248.2399043077814
TS151,0.25,20,True,-194.62312,-153.13054,-195.0730286813947,-153.4845306221453,247.66737365722656,248.2399043077814
TS151,0.25,40,False,180.39392,187.13191,180.8811424607593,187.6373309680503,259.9277038574219,260.62973758169
TS151,0.25,40,True,-180.39392,-187.13191,-180.8811424607593,-187.6373309680503,259.9277038574219,260.62973758169
TS151,0.25,60,False,158.40437,206.44551,158.68175222208376,206.80701716235302,260.2216491699219,260.6773238415301
TS151,0.25,60,True,-158.40437,-206.44551,-158.68175222208376,-206.80701716235302,260.2216491699219,260.6773238415301
TS151,0.25,80,False,118.00047,214.55124,117.50059186119215,213.64234976820586,244.87986755371094,243.84249802099413
TS151,0.25,80,True,-118.00047,-214.55124,-117.50059186119215,-213.64234976820586,244.87986755371094,243.84249802099413
TS151,0.25,100,False,55.36658,207.03595,54.86646369497768,205.1658317026303,214.38320922851562,212.44672446716336
TS151,0.25,100,True,-55.36658,-207.03595,-54.86646369497768,-205.1658317026303,214.38320922851562,212.44672446716336
TS151,0.25,120,False,-21.059956,170.59392,-20.732457453685257,167.9410530704521,172.39573669433594,169.71485012656464
TS151,0.25,120,True,21.059956,-170.59392,20.732457453685257,-167.9410530704521,172.39573669433594,169.71485012656464
TS151,0.25,140,False,-124.136765,77.99063,-120.50651118005558,75.70987310676718,147.4833221435547,143.17032193294236
TS151,0.25,140,True,124.136765,-77.99063,120.50651118005558,-75.70987310676718,147.4833221435547,143.17032193294236
TS151,0.25,160,False,-179.55188,-3.3430812,-179.1312887278979,-3.335250199986808,179.76951599121094,179.3484149177166
TS151,0.25,160,True,179.55188,3.3430812,179.1312887278979,3.335250199986808,179.76951599121094,179.3484149177166
TS151,1.0,0,False,215.3596,101.53828,212.35706251036999,100.12263615439224,238.1024627685547,234.78284492548747
TS151,1.0,0,True,-215.3596,-101.53828,-212.35706251036999,-100.12263615439224,238.1024627685547,234.78284492548747
TS151,1.0,20,False,209.2274,178.6846,207.4775099644962,177.19015710658363,275.1474914550781,272.84627348080176
TS151,1.0,20,True,-209.2274,-178.6846,-207.4775099644962,-177.19015710658363,275.1474914550781,272.84627348080176
TS151,1.0,40,False,195.39935,207.42044,195.41820575108463,207.44045576866304,284.96392822265625,284.9914268243592
TS151,1.0,40,True,-195.39935,-207.42044,-195.41820575108463,-207.44045576866304,284.96392822265625,284.9914268243592
TS151,1.0,60,False,175.75024,223.17122,176.83173861323098,224.54452887823007,284.0768127441406,285.8249109489218
TS151,1.0,60,True,-175.75024,-223.17122,-176.83173861323098,-224.54452887823007,284.0768127441406,285.8249109489218
TS151,1.0,80,False,141.65675,232.0314,140.37180209231863,229.9266767026889,271.88214111328125,269.41593750237365
TS151,1.0,80,True,-141.65675,-232.0314,-140.37180209231863,-229.9266767026889,271.88214111328125,269.41593750237365
TS151,1.0,100,False,73.85776,228.5215,72.11794314004287,223.13837494228508,240.16282653808594,234.5054746938664
TS151,1.0,100,True,-73.85776,-228.5215,-72.11794314004287,-223.13837494228508,240.16282653808594,234.5054746938664
TS151,1.0,120,False,-9.400059,194.51067,-9.227879337394667,190.94784326308937,195.14527893066406,191.57082814420565
TS151,1.0,120,True,9.400059,-194.51067,9.227879337394667,-190.94784326308937,195.14527893066406,191.57082814420565
TS151,1.0,140,False,-142.79526,76.35425,-138.77049467511304,74.2021621939499,162.72865295410156,158.14205365258948
TS151,1.0,140,True,142.79526,-76.35425,138.77049467511304,-74.2021621939499,162.72865295410156,158.14205365258948
TS151,1.0,160,False,-199.01959,-9.874706,-196.98398084437144,-9.773705681675859,199.3995819091797,197.3600861260619
TS151,1.0,160,True,199.01959,9.874706,196.98398084437144,9.773705681675859,199.3995819091797,197.3600861260619
TS151,2.0,0,False,230.65103,112.5963,227.35504346016907,110.98730701507917,256.6742248535156,253.00636874102082
TS151,2.0,0,True,-230.65103,-112.5963,-227.35504346016907,-110.98730701507917,256.6742248535156,253.00636874102082
TS151,2.0,20,False,224.05609,194.14293,222.33430382423327,192.6510151272695,296.46990966796875,294.1916507195192
TS151,2.0,20,True,-224.05609,-194.14293,-222.33430382423327,-192.6510151272695,296.46990966796875,294.1916507195192
TS151,2.0,40,False,209.75436,223.01843,209.74818366280553,223.01186309467198,306.16082763671875,306.15181255590124
TS151,2.0,40,True,-209.75436,-223.01843,-209.74818366280553,-223.01186309467198,306.16082763671875,306.15181255590124
TS151,2.0,60,False,189.41841,239.16736,191.03588332059596,241.2096473571654,305.1041564941406,307.70948843168674
TS151,2.0,60,True,-189.41841,-239.16736,-191.03588332059596,-241.2096473571654,305.1041564941406,307.70948843168674
TS151,2.0,80,False,155.04306,248.47462,154.13934596255297,247.02631265852133,292.9142150878906,291.2068785070549
TS151,2.0,80,True,-155.04306,-248.47462,-154.13934596255297,-247.02631265852133,292.9142150878906,291.2068785070549
TS151,2.0,100,False,81.65217,245.6219,80.02934099588477,240.74018842557533,258.83819580078125,253.69381162191172
TS151,2.0,100,True,-81.65217,-245.6219,-80.02934099588477,-240.74018842557533,258.83819580078125,253.69381162191172
TS151,2.0,120,False,-7.26796,210.52129,-7.209373195017152,208.82428427047373,211.02586364746094,209.32479056507592
TS151,2.0,120,True,7.26796,-210.52129,7.209373195017152,-208.82428427047373,211.02586364746094,209.32479056507592
TS151,2.0,140,False,-155.39192,79.7528,-151.74367689924756,77.88038860070915,175.35906982421875,171.24204419868704
TS151,2.0,140,True,155.39192,-79.7528,151.74367689924756,-77.88038860070915,175.35906982421875,171.24204419868704
TS151,2.0,160,False,-214.38206,-10.401882,-212.8787161779013,-10.32893930580768,214.7684326171875,213.2623793758068
TS151,2.0,160,True,214.38206,10.401882,212.8787161779013,10.32893930580768,214.7684326171875,213.2623793758068
TS151,5.0,0,False,261.9983,130.5294,257.81085441758194,128.44318509171367,292.72369384765625,288.0451728852246
TS151,5.0,0,True,-261.9983,-130.5294,-257.81085441758194,-128.44318509171367,292.72369384765625,288.0451728852246
TS151,5.0,20,False,255.84375,222.51248,253.21430659613168,220.2255999303701,339.0732727050781,335.58843486814675
TS151,5.0,20,True,-255.84375,-222.51248,-253.21430659613168,-220.2255999303701,339.0732727050781,335.58843486814675
TS151,5.0,40,False,239.88034,253.86864,238.564690203309,252.4762698516076,349.2737731933594,347.35814322263593
TS151,5.0,40,True,-239.88034,-253.86864,-238.564690203309,-252.4762698516076,349.2737731933594,347.35814322263593
TS151,5.0,60,False,217.08762,272.1106,218.46379257859863,273.835576975039,348.11383056640625,350.320610980031
TS151,5.0,60,True,-217.08762,-272.1106,-218.46379257859863,-273.835576975039,348.11383056640625,350.320610980031
TS151,5.0,80,False,179.12206,282.6453,178.21905727406846,281.22040863613483,334.6751708984375,332.9879828903111
TS151,5.0,80,True,-179.12206,-282.6453,-178.21905727406846,-281.22040863613483,334.6751708984375,332.9879828903111
TS151,5.0,100,False,93.97986,280.03888,92.59792120924625,275.92101271235737,295.38916015625,291.04557272392043
TS151,5.0,100,True,-93.97986,-280.03888,-92.59792120924625,-275.92101271235737,295.38916015625,291.04557272392043
TS151,5.0,120,False,-6.6765833,241.04639,-6.706397816993053,242.12279111234275,241.490966796875,242.56935318250345
TS151,5.0,120,True,6.6765833,-241.04639,6.706397816993053,-242.12279111234275,241.490966796875,242.56935318250345
TS151,5.0,140,False,-179.15092,88.95634,-175.69548321225,87.2405631022894,200.57730102539062,196.7085953288151
TS151,5.0,140,True,179.15092,-88.95634,175.69548321225,-87.2405631022894,200.57730102539062,196.7085953288151
TS151,5.0,160,False,-245.80742,-10.889292,-243.82310395691965,-10.801386611247347,246.18402099609375,244.1966647868606
TS151,5.0,160,True,245.80742,10.889292,243.82310395691965,10.801386611247347,246.18402099609375,244.1966647868606
TS151,10.0,0,False,294.9928,148.60649,289.9179631624081,146.04997441806975,330.3224182128906,324.63979688711856
TS151,10.0,0,True,-294.9928,-148.60649,-289.9179631624081,-146.04997441806975,330.3224182128906,324.63979688711856
TS151,10.0,20,False,289.495,251.4499,285.76142812401986,248.2069898466018,383.4575500488281,378.5121578158205
TS151,10.0,20,True,-289.495,-251.4499,-285.76142812401986,-248.2069898466018,383.4575500488281,378.5121578158205
TS151,10.0,40,False,271.9047,285.65482,269.14286917408305,282.7533244118481,394.3740539550781,390.3682592073045
TS151,10.0,40,True,-271.9047,-285.65482,-269.14286917408305,-282.7533244118481,394.3740539550781,390.3682592073045
TS151,10.0,60,False,246.39525,305.8877,247.60214235756808,307.38599806948014,392.7992858886719,394.72329398621935
TS151,10.0,60,True,-246.39525,-305.8877,-247.60214235756808,-307.38599806948014,392.7992858886719,394.72329398621935
TS151,10.0,80,False,203.74889,317.7609,202.93919993836374,316.4981307024269,377.5382995605469,376.03797723220816
TS151,10.0,80,True,-203.74889,-317.7609,-202.93919993836374,-316.4981307024269,377.5382995605469,376.03797723220816
TS151,10.0,100,False,106.26005,315.55746,105.3131237297104,312.74539988277,332.972900390625,330.0056442423886
TS151,10.0,100,True,-106.26005,-315.55746,-105.3131237297104,-312.74539988277,332.972900390625,330.0056442423886
TS151,10.0,120,False,-6.6146617,272.65143,-6.7031879003059895,276.3004140600457,273.0560302734375,276.7104292324568
TS151,10.0,120,True,6.6146617,-272.65143,6.7031879003059895,-276.3004140600457,273.0560302734375,276.7104292324568
TS151,10.0,140,False,-203.45293,98.58693,-200.29088965812545,97.05470409476696,226.5720977783203,223.05074218261473
TS151,10.0,140,True,203.45293,-98.58693,200.29088965812545,-97.05470409476696,226.5720977783203,223.05074218261473
TS151,10.0,160,False,-278.96365,-12.834679,-275.514409601832,-12.67598487155596,279.38824462890625,275.93375433905214
TS151,10.0,160,True,278.96365,12.834679,275.514409601832,12.67598487155596,279.38824462890625,275.93375433905214
TS298,0.25,0,False,188.15578,86.57586,187.45207721396952,86.25206620591628,207.1892547607422,206.41436676202798
TS298,0.25,0,True,-188.15578,-86.57586,-187.45207721396952,-86.25206620591628,207.1892547607422,206.41436676202798
TS298,0.25,20,False,183.56361,178.40053,174.29076439018934,169.3885010286892,256.1002502441406,243.16316494086186
TS298,0.25,20,True,-183.56361,-178.40053,-174.29076439018934,-169.3885010286892,256.1002502441406,243.16316494086186
TS298,0.25,40,False,168.35022,225.93256,152.05741428971407,204.06697940433747,281.8363342285156,254.56042906079793
TS298,0.25,40,True,-168.35022,-225.93256,-152.05741428971407,-204.06697940433747,281.8363342285156,254.56042906079793
TS298,0.25,60,False,150.54108,247.40991,135.68130670060222,222.98830245856078,289.6370544433594,261.04724382067985
TS298,0.25,60,True,-150.54108,-247.40991,-135.68130670060222,-222.98830245856078,289.6370544433594,261.04724382067985
TS298,0.25,80,False,129.587,253.93852,119.39631956727365,233.9688756153049,285.115234375,262.6938630953385
TS298,0.25,80,True,-129.587,-253.93852,-119.39631956727365,-233.9688756153049,285.115234375,262.6938630953385
TS298,0.25,100,False,99.34132,247.22594,93.58336740544325,232.89640177094557,266.5029296875,251.05607197057904
TS298,0.25,100,True,-99.34132,-247.22594,-93.58336740544325,-232.89640177094557,266.5029296875,251.05607197057904
TS298,0.25,120,False,33.63929,205.46858,32.2381146341122,196.91020933403328,208.49363708496094,199.8092638943318
TS298,0.25,120,True,-33.63929,-205.46858,-32.2381146341122,-196.91020933403328,208.49363708496094,199.8092638943318
TS298,0.25,140,False,-116.933304,64.35073,-122.57907667437415,67.45771133536044,133.8831329345703,140.34727708875926
TS298,0.25,140,True,116.933304,-64.35073,122.57907667437415,-67.45771133536044,133.8831329345703,140.34727708875926
TS298,0.25,160,False,-174.50069,-14.718794,-177.03275744199777,-14.932368966797396,175.1488037109375,177.69027551475287
TS298,0.25,160,True,174.50069,14.718794,177.03275744199777,14.932368966797396,175.1488037109375,177.69027551475287
TS298,1.0,0,False,203.14964,103.86598,200.00129055971817,102.25629760037909,228.37985229492188,224.84049293329875
TS298,1.0,0,True,-203.14964,-103.86598,-200.00129055971817,-102.25629760037909,228.37985229492188,224.84049293329875
TS298,1.0,20,False,192.9652,217.86092,178.2223577046585,201.21600586067325,291.155029296875,268.91033087239555
TS298,1.0,20,True,-192.9652,-217.86092,-178.2223577046585,-201.21600586067325,291.155029296875,268.91033087239555
TS298,1.0,40,False,176.95245,254.00116,159.882423796562,229.49849582720304,309.6260986328125,279.75747789921775
TS298,1.0,40,True,-176.95245,-254.00116,-159.882423796562,-229.49849582720304,309.6260986328125,279.75747789921775
TS298,1.0,60,False,161.95885,268.6361,148.40841069643926,246.16040837959594,313.7167053222656,287.4693025160441
TS298,1.0,60,True,-161.95885,-268.6361,-148.40841069643926,-246.16040837959594,313.7167053222656,287.4693025160441
TS298,1.0,80,False,144.35397,274.06616,134.0220349703122,254.45025502034466,309.7837219238281,287.6113820278636
TS298,1.0,80,True,-144.35397,-274.06616,-134.0220349703122,-254.45025502034466,309.7837219238281,287.6113820278636
TS298,1.0,100,False,119.66284,272.0847,113.77196760139185,258.69026402210096,297.264892578125,282.6308629097359
TS298,1.0,100,True,-119.66284,-272.0847,-113.77196760139185,-258.69026402210096,297.264892578125,282.6308629097359
TS298,1.0,120,False,71.40281,247.65643,64.57924242926909,223.9892888268306,257.8074035644531,233.17019056881975
TS298,1.0,120,True,-71.40281,-247.65643,-64.57924242926909,-223.9892888268306,257.8074035644531,233.17019056881975
TS298,1.0,140,False,-144.42883,50.4108,-149.300373321037,52.11114193345008,153.2828369140625,158.4530233678218
TS298,1.0,140,True,144.42883,-50.4108,149.300373321037,-52.11114193345008,153.2828369140625,158.4530233678218
TS298,1.0,160,False,-192.69939,-21.037895,-194.23444867244933,-21.20548454540452,193.84567260742188,195.3898626583234
TS298,1.0,160,True,192.69939,21.037895,194.23444867244933,21.20548454540452,193.84567260742188,195.3898626583234
TS298,2.0,0,False,215.90349,113.322105,213.39782441331369,112.00694655254111,244.10873413085938,241.2757328925688
TS298,2.0,0,True,-215.90349,-113.322105,-213.39782441331369,-112.00694655254111,244.10873413085938,241.2757328925688
TS298,2.0,20,False,203.97655,237.39613,189.41926833860305,220.45377888299362,313.1312255859375,290.78385551897185
TS298,2.0,20,True,-203.97655,-237.39613,-189.41926833860305,-220.45377888299362,313.1312255859375,290.78385551897185
TS298,2.0,40,False,188.18181,272.0144,171.3372040519467,247.66573750070665,330.84759521484375,301.2326320563159
TS298,2.0,40,True,-188.18181,-272.0144,-171.3372040519467,-247.66573750070665,330.84759521484375,301.2326320563159
TS298,2.0,60,False,173.47923,287.57736,160.23488171476924,265.6221396846505,335.8995361328125,310.2551379798439
TS298,2.0,60,True,-173.47923,-287.57736,-160.23488171476924,-265.6221396846505,335.8995361328125,310.2551379798439
TS298,2.0,80,False,155.94484,293.84402,145.4630110183462,274.09330067564366,332.6937561035156,310.3317526236885
TS298,2.0,80,True,-155.94484,-293.84402,-145.4630110183462,-274.09330067564366,332.6937561035156,310.3317526236885
TS298,2.0,100,False,130.5209,292.8961,125.87658144222351,282.4739929448819,320.6907958984375,309.2796715903824
TS298,2.0,100,True,-130.5209,-292.8961,-125.87658144222351,-282.4739929448819,320.6907958984375,309.2796715903824
TS298,2.0,120,False,82.20391,268.4937,75.58679274947231,246.88092885653484,280.8364562988281,258.23013794302193
TS298,2.0,120,True,-82.20391,-268.4937,-75.58679274947231,-246.88092885653484,280.8364562988281,258.23013794302193
TS298,2.0,140,False,-159.10454,49.165245,-165.60648426643448,51.17442514555459,166.7989044189453,173.6152855243136
TS298,2.0,140,True,159.10454,-49.165245,165.60648426643448,-51.17442514555459,166.7989044189453,173.6152855243136
TS298,2.0,160,False,-207.8964,-22.64129,-210.4032400874968,-22.91430142975367,209.1257781982422,211.64744227764098
TS298,2.0,160,True,207.8964,22.64129,210.4032400874968,22.91430142975367,209.1257781982422,211.64744227764098
TS298,5.0,0,False,242.60957,129.22055,241.75249734509143,128.76404945941024,275.19366455078125,274.221481282452
TS298,5.0,0,True,-242.60957,-129.22055,-241.75249734509143,-128.76404945941024,275.19366455078125,274.221481282452
TS298,5.0,20,False,228.99516,269.52762,215.24666623847978,253.34562382974298,353.8537292480469,332.6089318075357
TS298,5.0,20,True,-228.99516,-269.52762,-215.24666623847978,-253.34562382974298,353.8537292480469,332.6089318075357
TS298,5.0,40,False,213.35677,307.17065,195.36593853097543,281.2691733495017,374.11920166015625,342.57243843162644
TS298,5.0,40,True,-213.35677,-307.17065,-195.36593853097543,-281.2691733495017,374.11920166015625,342.57243843162644
TS298,5.0,60,False,198.6306,326.27127,184.25834450477447,302.663356349275,382.04913330078125,354.4053173150857
TS298,5.0,60,True,-198.6306,-326.27127,-184.25834450477447,-302.663356349275,382.04913330078125,354.4053173150857
TS298,5.0,80,False,179.63834,334.96436,168.16308716553505,313.5669193337439,380.1400146484375,355.85676431007414
TS298,5.0,80,True,-179.63834,-334.96436,-168.16308716553505,-313.5669193337439,380.1400146484375,355.85676431007414
TS298,5.0,100,False,151.0002,336.067,147.38422805655938,328.01926997635593,368.4637451171875,359.64021664160396
TS298,5.0,100,True,-151.0002,-336.067,-147.38422805655938,-328.01926997635593,368.4637451171875,359.64021664160396
TS298,5.0,120,False,96.53622,307.02225,90.78722833657366,288.73824886823417,321.8597412109375,302.6921275524139
